"site_no","start_date","end_date","lam1","tau2","tau3","tau4","ar1","amplitude","phase","ma1","ma2","ma3","ma4","ma5","ma6","ma7","ma8","ma9","ma10","ma11","ma12","ma13","ma14","ma15","ma16","ma17","ma18","ma19","ma20","ma21","ma22","ma23","ma24","ma25","ma26","ma27","ma28","ma29","ma30","ma31","ma32","ma33","ma34","ma35","ma36","ma37","ma38","ma39","ma40","ma41","ma42","ma43","ma44","ma45","ml1","ml2","ml3","ml4","ml5","ml6","ml7","ml8","ml9","ml10","ml11","ml12","ml13","ml14","ml15","ml16","ml17","ml18","ml19","ml20","ml21","ml22","mh1","mh2","mh3","mh4","mh5","mh6","mh7","mh8","mh9","mh10","mh11","mh12","mh13","mh14","mh15","mh16","mh17","mh18","mh19","mh20","mh21","mh22","mh23","mh24","mh25","mh26","mh27","fl1","fl2","fl3","fh1","fh2","fh3","fh4","fh5","fh6","fh7","fh8","fh9","fh10","fh11","dl1","dl2","dl3","dl4","dl5","dl6","dl7","dl8","dl9","dl10","dl11","dl12","dl13","dl14","dl15","dl16","dl17","dl18","dl19","dl20","dh1","dh2","dh3","dh4","dh5","dh6","dh7","dh8","dh9","dh10","dh11","dh12","dh13","dh14","dh15","dh16","dh17","dh18","dh19","dh20","dh21","dh22","dh23","dh24","ta1","ta2","ta3","tl1","tl2","tl3","tl4","th1","th2","th3","ra1","ra2","ra3","ra4","ra5","ra6","ra7","ra8","ra9","comment"
"07349430","1958-10-01","1969-09-30",233.09,0.75,0.6,0.36,0.878,0.47,68.514,233.089,46,206.004,69.507,5.067,1053.333,123.226,52.453,1.818,1.257,1.034,335.886,536.309,530.933,491.685,315.385,90.916,85.487,18.75,33.118,54.833,72.925,249.662,51.73,74.225,55.562,85.547,130.782,124.774,160.153,NA,131.397,116.496,86.141,81.966,12.618,2.932,6.181,130.604,1.114,0.988,1.402,0.583,1.26,0.022,132,152.455,199.818,78.727,23.073,5.545,1.273,1.627,2.018,4.236,7.782,47.836,171.808,0.001,0,0,0.001,154.259,0.021,0.371,180.444,0,926.909,2020.636,1506.909,2123.636,1715.727,386.818,777.264,117.473,142.2,405.391,368.827,817.545,182.832,66.744,55.217,13.739,6.043,9.049,0.041,17.904,234.94,186.861,141.473,20.723,24.346,30.231,28.137,4.727,32.895,5.273,6.818,38.144,126.273,83.182,6.909,7.091,6.455,6.818,4.545,2.182,0.455,0.045,0.096,0.203,1.879,9.384,180.444,146.293,130.826,172.165,166.879,0.001,0.004,0.041,0.115,0.013,16,55.754,12.545,156.092,1,4225.455,3493.182,2458.844,1028.073,645.363,72.079,71.674,78.035,55.172,37.133,91.858,53.453,22.349,4.009,12.222,83.046,26.342,17.808,12.887,13.347,65.457,295.773,0.636,320.273,0.232,48.933,0.6,309.279,34.562,0.022,0.016,181.453,52.294,0.34,86.73,384.146,56.896,375.634,0.349,0.202,0.182,68.091,8.474,"none"
"07350000","1948-10-01","1960-09-30",2289.52,0.66,0.46,0.21,0.98,0.74,90.427,2289.52,935,129.32,32.245,2.449,318.8,80,32.8,0.843,0.641,0.51,2459.712,4913.463,4327.427,3766.961,5908.608,2287.989,888.116,391.253,285.808,509.882,821.956,1081.468,58.036,27.684,29.28,48.7,48.944,60.783,54.882,60.503,53.502,30.936,54.254,42.163,19.216,3.451,6.375,132.591,1.379,0.871,2.047,0.785,1.887,0.139,1102.833,2966.417,2770,1951,2671.25,1007.417,210.667,96,75.458,169,138,619.5,162.322,0.03,0.009,0.017,0.014,116.881,0.927,0.718,212.06,0.01,4800.167,7055.833,6462.5,7588.333,9685,4966.667,2057,1291.5,1046.25,964,1492.917,1780.083,117.785,14.614,17.664,6.819,3.508,5.33,0.59,4.97,153.532,99.743,41.468,4.943,7.049,10.263,8.068,2.417,59.726,3.182,3.583,36.596,104.333,33.75,4.5,3.917,3.333,3.583,2.5,1.583,0.583,26.458,28.4,45.514,72.488,165.987,212.06,235.349,182.531,166.611,177.213,0.028,0.049,0.078,0.107,0.021,36,85.662,2.667,201.204,0,13060.833,12771.111,12026.19,8983.611,5995.618,57.236,58.749,58.82,56.369,44.701,13.969,12.862,9.608,3.492,28.042,46.359,42.077,26.638,10.125,25.372,119.556,274,7.083,303.667,0.383,57.503,0.341,346.149,37.674,0,0.085,181.705,41.888,0.307,415.004,193.489,222.034,148.38,0.232,0.098,0.068,65.333,41.284,"none"
"07350500","1938-10-01","1951-09-30",31947.17,0.55,0.37,0.15,0.985,0.71,100.339,31947.17,19050,103.001,12.229,1.677,29.377,11.243,7.676,0.343,0.246,0.207,33810.372,45496.049,50189.28,53182.538,63574.591,46099.564,22485.732,10556.278,10427.051,12984.169,16588.295,19134.342,46.384,39.621,35.636,39.806,40.293,49.35,47.64,28.357,35.818,35.268,48.153,42.893,7.034,1.801,3.034,93.907,0.395,0.504,1.312,0.702,1.187,0.155,14996.154,21795.385,29660.769,26130,27135.385,18029.231,9285.385,6469.231,4564.615,4449.615,5573.846,9750.769,108.316,0.144,0.079,0.144,0.087,42.649,7.901,0.644,52.987,0.039,64270,78750.769,81523.077,92453.846,101907.692,84723.077,43433.077,16640.769,20469.231,26694.615,34851.538,36223.846,85.115,7.607,8.031,4.21,2.415,2.61,0.843,2.224,75.083,24.647,15.379,3.658,4.944,9,4.492,3.231,36.083,2.333,5.846,36.182,67.692,7.538,4.846,5.154,0.692,5.846,2.923,1.923,0.538,2459.231,2501.212,2678.117,3174.288,4811.833,52.987,53.434,54.208,61.817,73.727,0.129,0.141,0.167,0.315,0.143,22,63.396,0,NA,0,140892.308,138743.59,132629.67,95771.795,67717.145,34.919,34.893,35.047,36.689,34.346,7.396,6.962,5.027,2.903,16,60.543,38.29,13.333,10.889,15.76,104.735,289.308,3.615,305.462,0.623,71.247,0.581,362.921,27.396,0.019,0.098,190.27,53.175,0.386,4090.28,140.66,2240.604,120.213,0.312,0.076,0.062,54.231,13.823,"none"
"08027500","1948-10-01","1963-09-30",152.41,0.73,0.7,0.52,0.574,0.22,66.193,152.408,42,250.101,31.928,3.629,31.32,11,7.059,0.921,0.642,0.523,240.553,301.608,227.015,238.409,208.402,114.04,53.06,84.438,73.169,43.056,104.274,151.774,103.327,94.612,94.005,143.32,132.887,111.419,99.819,77.114,87.711,75.532,81.366,107.307,16.179,2.517,5.016,125.91,1.043,1.326,2.149,1.135,1.869,0.277,63.4,76.133,59.933,41,26.473,15.727,13.44,12.167,11.393,11.747,16.493,30.067,95.482,0.177,0.056,0.18,0.06,42.397,5.626,0.253,43.654,0.065,1399.533,1432.867,1268.8,2065.933,1734.733,1270.8,271.6,834.287,644.567,276.38,465,728.867,202.524,68.776,35.952,7.457,2.857,11.051,0.444,41.107,98.126,55.186,50.216,17.59,22.524,30.11,21.925,7.067,43.605,2.6,15.067,30.464,86.333,38.067,10.867,14.733,11.6,15.067,6.667,1.933,0.733,7.487,7.831,8.46,10.349,18.633,43.654,42.709,51.872,52.274,79.856,0.178,0.201,0.246,0.405,0.238,9.875,63.195,0,NA,0,4727.333,2821.289,1517.229,638.944,364.443,95.65,82.458,73.086,66.887,53.768,112.556,36.124,15.213,3.568,5.909,34.013,16.66,5.886,3.282,6.022,42.568,273.7,0.733,306.333,0.378,52.866,0.278,355.66,24.852,0.016,0.014,150.645,62.999,0.258,155.868,430.126,71.635,509.645,0.274,0.272,0.127,85.6,10.904,"none"
"07351900","1957-10-01","1968-09-30",26.31,0.86,0.77,0.58,0.568,0.26,60.779,26.307,1.6,349.093,NA,16.442,Inf,Inf,150,Inf,Inf,10.661,51.217,52.768,48.026,61.814,23.835,16.894,1.389,1.092,19.208,2.123,15.362,24.54,147.792,130.417,129.412,164.004,150.985,205.664,200.413,NA,NA,NA,137.411,191.08,64.364,5.805,15.305,185.113,3.753,0.749,3.007,2.018,2.923,0.321,8.1,9.2,9.7,7.764,4.327,2.182,0.073,0.027,0.045,0.564,0.209,1.073,237.317,0,0,0,0,331.662,0,0.228,NA,0,412.464,339.509,299.091,527.364,197.345,163.582,8.864,10.864,212.382,11.555,95.336,158.9,203.837,810,296.25,36.25,9.375,12.443,0.184,28.91,885.529,782.346,645.119,134.369,152.422,168.169,160.472,6.273,51.948,7.273,8.727,40.702,143.727,105.364,6.727,7.182,7.909,8.727,6.091,6.455,0.636,0,0,0.005,0.038,0.129,NA,NA,300,197.865,141.913,0,0.003,0.024,0.062,0,13.75,40.918,80.455,68.622,6,1014.727,630.515,351.364,139.376,74.599,90.895,90.77,84.217,76.83,77.25,634.205,219.602,87.11,5.092,6.8,86.906,27.431,20.532,13.635,10.649,41.938,282.818,0.545,316.909,0.289,52.026,0.333,345.909,33.883,0.029,0.008,152.513,49.712,0.34,52.485,339.201,19.32,420.994,0.174,0.693,0.251,64.364,26.204,"none"
"08016600","1945-10-01","1956-09-30",126.77,0.87,0.79,0.59,0.666,0.29,75.868,126.772,6.7,310.385,132.182,18.921,1505,168,52.5,3.847,2.694,2.082,218.095,305.682,179.056,196.322,235.713,101.282,57.152,50.655,24.389,25.574,23.394,114.479,168.319,142.35,156.569,213.87,181.297,172.19,202.552,195.187,203.552,181.055,147.365,174.741,18.872,3.866,8.048,136.849,1.657,1.543,1.002,0.776,0.972,-0.167,13.173,17.245,8.227,5.391,2.118,1.273,1.736,0.509,0.309,0.373,0.7,1.991,201.934,0.008,0,0,0.001,117.734,0.049,0.062,127.135,0.001,1217.818,1962.364,1152.545,1745.455,1691.755,1126.182,529.118,472.964,262.055,239.155,169.355,899.2,132.978,569.231,328.075,44.925,7.052,6.163,-0.623,39.98,612.905,501.642,389.928,111.558,119.998,135.501,134.554,6.364,28.349,11.545,15.545,38.955,126.727,92.909,11.091,12.818,15.273,15.545,6.909,2.091,0.818,0.064,0.067,0.078,0.25,0.723,127.135,129.904,111.388,131.851,70.051,0.009,0.012,0.037,0.134,0.03,14.333,40.458,15.545,142.086,0,3286.364,2359.97,1336.39,596.736,318.571,43.237,44.376,37.412,48.146,45.379,490.502,199.461,89.065,4.069,5.857,26.165,16.733,9.957,6.083,5.871,41.181,263.727,0.818,290.636,0.225,43.743,0.143,351.217,35.972,0.021,0.014,208.873,56.118,0.34,217.169,230.311,78.051,322.943,0.216,0.783,0.325,81.909,17.304,"none"
"07352500","1940-10-01","1956-09-30",549.5,0.69,0.56,0.32,0.921,0.55,67.799,549.504,177.5,162.641,31.386,3.096,82.353,29.815,18.194,0.852,0.656,0.56,1109.534,1106.538,1022.754,854.35,987.673,338.788,182.859,93.838,69.438,137.317,275.379,443.708,58.303,51.576,64.667,80.702,91.445,81.106,64.697,65.94,53.822,54.041,59.38,52.866,13.918,2.828,5.585,124.351,0.983,1.299,2.029,0.755,1.587,0.095,299.188,465.312,399,232.25,140.25,69.25,37.719,23.231,25.337,30.844,57.5,165.188,128.71,0.089,0.027,0.087,0.031,39.993,2.701,0.428,74.608,0.035,2762.875,2593.375,3310.062,3291.125,3583.062,1288.125,546.438,345.125,176.381,538.812,834.375,1242.312,146.891,32.315,28.924,7.887,3.69,7.711,-0.412,14.374,148.606,94.664,72.102,9.268,13.353,21.156,14.908,4.688,62.182,4.933,6.375,40.855,108.375,43.125,6.125,6.5,4.625,6.375,4.625,2.625,0.875,14.619,15.5,16.379,25.635,51.163,74.608,85.766,87.481,104.217,130.71,0.082,0.092,0.144,0.203,0.096,15.875,63.003,0,NA,0,6080,5342.5,4079.759,2151.427,1404.377,57.378,54.712,47.87,45.193,41.624,34.254,22.985,12.121,3.652,14.583,29.129,30.438,16.835,9.324,14.245,65.373,271.812,1.188,292.938,0.385,56.431,0.147,347.205,25.387,0.02,0.025,184.68,43.433,0.329,170.394,283.206,98.394,290.277,0.318,0.141,0.106,65.188,7.685,"none"
"07357000","1936-10-01","1949-09-30",1817.41,0.73,0.66,0.47,0.721,0.4,66.988,1817.414,570,220.984,22.042,3.188,55.972,15.015,8.556,0.634,0.427,0.338,3196.432,3407.948,3526.511,3600.333,2652.749,1151.941,250.69,231.074,463.387,401.501,1128.169,1910.444,100.236,89.859,90.579,122.899,116.382,98.907,75.362,94.029,80.153,54.288,98.659,117.803,13.869,2.185,4.483,121.789,0.847,1.652,1.652,0.591,1.367,0.07,619,661.231,808.923,680.077,432.077,231.462,94.846,73.077,73.077,110.769,160.385,320,111.573,0.075,0.026,0.07,0.028,57.53,2.632,0.264,38.67,0.038,18137.846,16395.154,17308.846,23466.154,13979.231,6087.692,929.846,1203.769,3042.615,1483.077,6551.462,11422.846,151.628,55.679,35.614,7.07,2.702,5.794,-0.258,40.552,102.256,61.402,46.504,15.912,20.306,26.453,20.027,5.923,40.462,3.615,10.923,25.748,83.385,37.231,9,11,9.769,10.923,5.538,2.231,0.462,42.231,42.152,44.026,52.264,129.478,38.67,43.147,48.106,59.616,102.242,0.074,0.077,0.092,0.316,0.126,12.5,73.335,0,NA,0,44607.692,31047.436,17504.396,7680.146,4588.086,57.431,58.591,53.864,46.703,45.797,78.259,30.709,13.474,3.516,8.5,27.781,20.379,7.634,3.841,8.383,52.353,289.615,0.692,305.923,0.476,64.862,0.3,354.108,25.054,0.025,0.008,149.244,55.69,0.438,1617.093,290.715,612.283,402.62,0.263,0.238,0.121,83.077,12.001,"none"
"07354500","1949-10-01","1967-09-30",4.61,0.81,0.8,0.66,0.366,0.18,64.369,4.61,0.9,365.01,8123.753,5.122,35,10.333,5.75,-33.745,-22.166,-16.602,7.823,9.873,7.087,7.364,7.423,3.295,0.822,1.069,2.499,0.867,2.942,4.651,142.895,139.752,144.545,207.126,188.121,137.924,86.921,134.468,134.533,100.982,88.788,148.08,36.724,2.789,7.307,167.673,1.981,0.875,4.303,1.751,3.896,0.59,1.467,1.817,1.611,0.989,0.822,0.456,0.361,0.244,0.233,0.294,0.45,0.767,116.085,0.134,0.037,0.131,0.045,56.407,3.688,0.218,79.548,0.027,73.567,71.261,64.128,93.128,88.783,41.3,3.928,16.283,38.389,6.606,22.333,35.783,207.488,145.385,76.944,7.778,2.556,16.27,0.124,40.375,130.172,92.254,90.028,31.506,39.374,55.483,37.071,8.056,63.509,6.5,14.667,20.654,80.778,39.222,12.444,14.833,12.722,14.667,9.222,3.611,0.778,0.144,0.138,0.168,0.248,0.548,79.548,81.07,86.429,77.563,119.192,0.16,0.187,0.275,0.444,0.222,9.306,64.009,1.611,271.922,0,212.778,104.837,57.723,20.709,11.637,85.816,86.573,87.059,94.384,81.12,236.42,64.137,23.01,5.301,4.846,59.511,14.293,5.446,3.083,6.148,28.043,284.722,0.5,309.556,0.336,50.662,0.278,323.959,38.59,0.022,0.014,180.241,57.657,0.277,10.874,358.659,5.03,506.812,0.193,0.511,0.268,84,16.622,"none"
"07354100","1980-10-01","1991-09-30",228.77,0.79,0.76,0.6,0.622,0.22,41.616,228.774,47,307.901,34.339,4.868,44.761,14.338,8.815,0.987,0.692,0.565,412.115,429.844,288.129,189.188,281.836,214.37,100.494,51.491,34.144,142.816,208.389,402.069,98.082,150.899,152.487,110.278,134.861,151.529,88.642,100.788,93.765,134.482,135.64,150.501,22.121,3.262,7.632,140.771,1.592,1.634,1.895,0.651,1.847,0.112,66.855,83.818,66.909,34.445,40.909,29.682,19.027,12.048,11.318,9.373,24.182,54.536,103.674,0.129,0.035,0.101,0.038,58.57,3.463,0.208,52.078,0.043,2240,3377.909,2083.909,1152.182,2085.818,1827.182,730.318,283.636,204.482,1495,1816.909,3437.091,153.328,134.568,98.319,8.362,3.085,7.581,-0.918,51.786,132.797,80.765,69.541,21.704,32.13,40.02,31.976,8.455,46.526,6.727,15.818,34.023,93.091,42,11.545,15.636,14.545,15.818,8.273,2.182,1.455,6.03,5.97,6.359,9.616,14.071,52.078,49.405,49.516,53.212,55.342,0.128,0.135,0.205,0.35,0.187,11.25,43.437,0,NA,0,7250,5065.03,2885.805,1034.515,558.68,56.167,63.635,63.281,57.349,56.174,154.255,61.4,22.011,3.741,5.867,35.807,15.873,5.988,2.888,5.792,34.632,177.773,1.273,263.727,0.366,52.552,0.19,363.455,15.566,0.027,0.014,69.919,71.686,0.249,329.773,274.501,127.05,435.302,0.257,0.343,0.131,94.909,10.801,"none"
"07359910","1967-10-01","1976-09-30",809.33,0.73,0.61,0.38,0.778,0.21,73.249,809.325,170.5,193.823,NA,4.747,Inf,44.118,10.956,Inf,0.737,0.466,960.781,771.447,1111.262,739.333,1733.33,1014.689,286.742,291.821,321.259,400.939,1068.648,1005.38,NA,NA,NA,NA,NA,NA,NA,101.917,NA,NA,NA,NA,12.033,1.965,4.779,124.401,0.721,1.686,2.019,1.379,2.019,0.05,137.889,176.889,142.556,146.222,130.667,97.556,91.222,89,77.889,91.667,266.667,145.333,104.781,NA,0.066,NA,0.071,129.203,6.594,0.424,103.968,0.134,5486.667,3326.111,4812.222,2392.222,7246,4101.444,1294.667,964.333,1329.333,1243.444,2487.222,2962.889,162.341,32.874,35.601,13.912,4.707,15.201,-0.771,23.852,99.096,58.413,52.836,13.759,14.764,19.814,15.938,2.556,109.13,3.25,19.667,71.368,115.778,65.333,14.889,20.333,15.667,19.667,2.667,2.222,1,64.333,59.571,63.163,71.043,163.744,103.968,124.74,124.727,125.137,122.198,0.377,0.37,0.417,0.43,0,7.25,183.548,62.111,154.816,16,11449,9344.963,6303.73,2961.096,1739.891,116.311,111.249,96.411,63.458,54.674,67.15,36.972,17.367,3.515,4.943,139.356,12.361,5.725,4.17,4.644,123.3,243.778,1.778,264.222,0.372,47.7,0.45,307.417,72.569,0.035,0.03,232.655,61.958,0.332,598.351,260.465,378.57,280.939,0.286,0.264,0.144,105.778,57.293,"none"
"07358250","2008-10-01","2016-09-30",0.92,0.88,0.8,0.61,0.377,0.12,46.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EflowStats error"
"08014000","1955-10-01","1965-09-30",228.05,0.58,0.59,0.41,0.842,0.4,33.014,228.05,103,151.951,17.606,2.214,11.433,4.233,3.242,0.526,0.311,0.254,342.171,360.735,389.761,275.797,124.913,136.93,121.871,90.79,171.78,109.039,247.913,373.887,NA,NA,75.57,72.079,60.776,60.363,62.122,52.302,78.181,NA,NA,NA,8.989,1.556,3.118,96.771,0.562,1.334,1.561,0.554,1.511,0.088,127.5,126.2,133.3,97.3,73.8,68.4,61.6,55.7,56.7,52.8,61.4,88,54.9,0.399,0.195,0.412,0.2,50.598,19.544,0.432,47.472,0.263,1155.5,992.4,1277.5,824.6,393.7,451.7,460.2,283.8,1008.8,371.4,827.5,1921.6,125.662,31.732,17.812,5.328,2.078,8.215,-0.284,18.713,44.207,24.789,20.701,6.102,9.721,13.903,8.376,7.7,65.094,1,13.4,30.91,58.6,26.9,11.9,12.4,7.1,13.4,7.8,2.4,0.4,44.9,51.917,52.839,58.287,75.028,47.472,28.795,28.785,31.349,32.355,0.436,0.513,0.566,0.641,0.466,9.486,84.674,15.2,316.228,5,3200,2403.6,1568.971,747.797,491.696,56.24,47.136,41.611,41.254,37.09,31.068,15.233,7.26,3.083,6.125,25.602,15.733,4.726,3.789,6.82,38.042,292.1,0.4,338,0.504,63.942,0.25,342.332,30.72,0.024,0.003,101.483,45.293,0.699,126.308,218.775,61.373,262.442,0.269,0.182,0.087,85.4,19.011,"none"
"07365900","1957-10-01","1970-09-30",51.94,0.85,0.79,0.61,0.634,0.24,73.954,51.941,5.6,360.88,94.856,9.275,196.667,21.429,11.053,3.066,1.779,1.395,68.74,88.627,106.265,128.703,63.81,27.821,28.72,8.46,12.892,7.246,24.079,60.741,117.066,132.763,119.777,158.406,188.134,167.322,142.51,123.905,128.002,136.432,106.672,126.148,57.629,6.782,12.683,160.025,3.423,1.031,3.229,1.15,2.871,0.404,10.292,10.162,12.654,6.862,2.562,1.223,0.869,0.877,0.906,0.931,1.362,4.738,135.966,0.054,0.008,0.013,0.012,142.43,0.779,0.119,145.192,0.007,321.538,540.308,702.154,1125.769,656,266.462,381.938,101.069,142.062,64.415,155.431,309.192,202.198,338.298,139.479,21.071,3.75,8.575,0.766,41.462,318.669,255.581,225.869,56.15,68.974,82.693,72.202,7.615,50.157,9.538,11.923,40.868,103.231,64.615,9.846,11.231,11.308,11.923,8,2.308,0.385,0.331,0.388,0.474,0.88,1.715,145.192,145.144,136.323,94.164,73.829,0.059,0.085,0.157,0.339,0.107,9.933,60.329,3,175.858,0,2089.692,1301.59,745.154,258.531,138.802,88.463,93.667,98.92,77.059,60.023,373.159,133.063,46.166,4.035,6.455,57.453,18.477,9.192,5.714,7.445,36.082,306.692,0.385,323.462,0.19,40.753,0.5,313.944,38.454,0.019,0.008,201.949,55.313,0.422,59.29,453.341,28.75,480.864,0.281,0.383,0.213,83.923,12.847,"none"
"07353500","1942-10-01","1967-09-30",50.75,0.84,0.76,0.57,0.603,0.26,75.106,50.747,5.3,312.342,NA,9.575,Inf,110,51.667,Inf,2.819,2.365,86.766,113.645,92.516,103.08,97.527,30.06,14.214,6.053,11.557,3.948,25.298,28.838,122.657,108.654,110.359,155.67,136.931,156.074,NA,NA,NA,NA,120.639,110.584,67.067,4.786,13.114,184.208,3.091,1.08,2.739,1.471,2.259,0.159,13.212,20.312,22.316,14.91,8.648,1.892,0.719,0.852,0.384,0.534,1.228,3.764,218.015,0.006,0.001,0,0.002,185.517,0.103,0.215,246.183,0.002,470.16,729.84,472.664,960.44,706.236,264.568,145.712,47.54,97.716,25.248,113.488,138.892,243.957,203.846,135.162,20.566,5.849,15.831,-0.211,39.119,406.824,332.731,282.04,58.012,67.635,80.999,78.726,6.08,56.162,8.04,8.76,35.688,129.32,81.36,8.16,8.96,9.12,8.76,5.92,2.88,0.52,0.088,0.106,0.137,0.554,3.619,246.183,221.294,198.774,225.735,307.323,0.017,0.026,0.105,0.113,0,13.5,68.237,44.72,112.373,12,1838.6,1170,680.989,266.96,143.565,96.944,94.862,89.231,87.321,72.006,346.906,128.488,50.37,4.572,9.5,54.069,22.657,14.498,8.96,10.445,49.37,291.4,0.6,308.8,0.216,39.839,0.25,347.232,34.125,0.013,0.014,176.055,40.254,0.29,65.781,473.018,26.014,576.398,0.214,0.441,0.201,70.12,19.394,"none"
"08014200","1949-10-01","1965-09-30",124.73,0.72,0.74,0.55,0.654,0.23,64.269,124.726,32,246.913,27.038,3.898,18.2,6,4.1,0.837,0.517,0.407,164.175,264.226,172.635,172.65,242.466,64.908,48.02,39.808,46.839,32.141,82.438,174.526,89.323,92.787,94.691,138.03,101.778,67.302,73.321,56.564,69.809,47.217,66.734,110.97,38.249,2.63,5.75,156.438,1.353,1.324,1.973,0.753,1.441,0.137,41.75,49.5,42.875,31.375,27.562,21.312,19.438,17.275,15.106,14.644,18.025,26.25,60.641,0.384,0.118,0.398,0.122,45.281,11.762,0.27,26.113,0.134,660.5,1125.062,760.812,1397.938,1909.938,411.75,217.812,212.938,271.625,112.138,311.938,1111.562,243.777,64.76,45.625,8.531,2.562,10.591,0.582,39.691,126.816,69.498,64.422,19.569,23.009,29.234,22.971,6.375,55.2,0,12.375,34.647,80.375,42.875,8.938,12.812,10.312,12.375,6.75,2.625,0.562,12.625,12.767,12.953,14.412,18.811,26.113,25.923,25.483,24.303,41.833,0.395,0.405,0.45,0.625,0.469,13.4,60.649,0,NA,0,3738.875,2560.542,1511.589,599.179,319.851,121.932,102.562,87.121,83.964,58.881,116.84,47.237,18.724,3.481,6.688,28.86,20.549,6.273,4.158,7.298,41.194,285.688,0.688,318.812,0.473,61.059,0.4,363.271,20.577,0.02,0.016,127.368,54.292,0.326,110.929,507.937,54.761,499.311,0.253,0.228,0.105,78.75,9.907,"none"
"07371000","1952-10-01","1969-09-30",2.27,0.9,0.86,0.72,0.231,0.17,82.697,2.274,0.1,460.061,NA,22.74,150,22.5,15,-2.176,-1.352,-1.176,2.465,4.188,4.196,4.686,3.551,1.657,1.57,0.353,1.377,0.257,1.302,1.854,206.276,193.664,208.765,280.042,213.65,NA,269.769,NA,222.63,NA,181.593,211.403,24.58,4.966,10.767,143.904,2.472,1.063,3.091,0.73,1.84,0.23,0.212,0.276,0.215,0.131,0.082,0.049,0.035,0.028,0.028,0.028,0.046,0.128,135.602,NA,0.007,NA,0.008,97.138,0.695,0.069,89.207,0.007,28.029,39.676,52.994,68.812,42.447,26.418,25.765,7.919,22.825,4.311,8.539,19.618,168.036,570,479,30,6,12.519,0.578,59.676,738.295,556.327,452.346,222.412,248.822,252.896,254.307,6.235,70.258,11.824,15.941,26.286,119.235,83.059,11.059,13.882,16.176,15.941,8.706,4.882,1.588,0.016,0.018,0.019,0.076,0.203,89.207,82.641,82.435,262.057,292.245,0.159,0.19,0.763,0.4,0.2,8.125,51.806,23.941,231.886,3,127.706,55.463,29.334,10.912,6.094,64.658,55.366,54.544,52.185,49.382,1277.059,293.341,109.12,4.216,4.941,41.352,16.222,8.589,5.135,5.494,32.371,202.147,0.824,251.235,0.646,75.396,0.103,314.629,55.292,0.022,0.014,182.775,57.406,0.173,7.951,291.048,3.638,420.611,0.173,0.693,0.424,82,20.006,"none"
"07365500","1940-10-01","1970-09-30",214.572,0.742,0.583,0.326,0.849,0.603,66.116,214.574,52.737,187.126,NA,4.057,Inf,Inf,Inf,Inf,Inf,Inf,430.943,488.331,504.363,367.488,363.88,58.755,38.79,23.184,39.32,42.488,58.246,172.545,72.922,56.877,80.783,88.507,113.133,108.901,130.941,NA,NA,NA,102.865,80.452,14.023,4.033,7.303,128.848,1.485,1.206,1.38,0.804,1.309,0.034,102.463,181.473,152.526,91.421,39.289,8.172,4.421,2.327,5.153,3.874,10.521,51.037,148.71,0.001,0,0,0.001,326.526,0.029,0.379,275.94,0.001,1490.264,1346.631,2040.421,1562.158,1602.632,203.579,219.466,111.695,224.779,127.337,213.463,649.658,153.806,75.202,39.816,11.253,4.647,6.706,0.045,17.301,225.01,127.435,99.721,15.053,17.875,27.601,23.556,3.421,51.999,4.368,7,38.788,119.211,64.264,5.737,7.632,6.211,7,3.263,1.632,0.737,0.089,0.12,0.491,1.406,6.333,275.94,265.951,328.707,281.781,235.032,0.002,0.009,0.026,0.042,0,19.789,59.415,55.579,67.823,15.421,3079.474,2449.807,1712.527,880.762,581.307,50.674,42.728,35.314,34.435,36.472,57.788,32.253,16.6,3.725,14.026,35.468,32.418,15.732,10.34,13.257,111.368,270.553,0.737,297.947,0.251,50.486,0.283,349.15,29.523,0.029,0.017,181.944,41.382,0.448,104.878,281.333,54.762,326.743,0.271,0.217,0.165,62.211,17.122,"weighted"
